tocr_id,tocr_name,articles,current,suggested,from_cdosgame,from_famitsu,sources,source_ids,unknown,risk,shared_with
cmt1hzs2j000x04ldz3t0kux7,Earl Weaver Baseball II,1,,DOS,DOS,,cdg-4595,cdg-4595,,靠別名對上、來源同時給了別筆(1),天生好手2 / 天生好手II
cmsyqnpgf001704i5m4b655wu,Eye of the Beholder,2,,DOS,DOS,,cdg-3763,cdg-3763,,靠別名對上、來源同時給了別筆(1),魔眼殺機
cmt03mnab000h04l53nc4mko3,F-117A夜鷹隱形戰鬥機,2,,DOS,DOS,,cdg-4013,cdg-4013,,靠別名對上,
cmsyqnpfd000z04i5pd24y4ph,F-14 Tomcat,1,,DOS,DOS,,cdg-4587,cdg-4587,,靠別名對上、來源同時給了別筆(1),F-14雄貓式戰鬥機
cmsyqgoni00ag04jntrjtt0y3,F-14雄貓式戰鬥機,1,,DOS,DOS,,cdg-4587,cdg-4587,,靠別名對上、來源同時給了別筆(1),F-14 Tomcat
cmsvpbm09000104jvxonow9ai,F-15 Strike Eagle II,2,,DOS,DOS,,cdg-4460,cdg-4460,,靠別名對上,
cmtpk5w6e015p04jvefkmcfiu,F-15 鷹式戰鬥機 III,1,,DOS,DOS,,cdg-5288,cdg-5288,,靠別名對上,
cmsvn61wl002a04l81mnxqidb,F-19 隱形戰鬥機,3,,DOS,DOS,,cdg-4009,cdg-4009,,靠別名對上,
cmsyrh7nb000f04lfuh4op4oc,F-29 復仇者隱形戰鬥機,2,,DOS,DOS,,cdg-4584,cdg-4584,,靠別名對上、來源同時給了別筆(1),F-29復仇者隱形戰鬥機
cmsyq9fm3003u04jn0jhrvwl6,F-29復仇者隱形戰鬥機,1,,DOS,DOS,,cdg-4584,cdg-4584,,靠別名對上、來源同時給了別筆(1),F-29 復仇者隱形戰鬥機
cmtztlnpf005c04l51ljz2a1g,FAIRY TAIL 魔導少年 原創故事 決戰大聖堂,1,,NDS,,NDS,VOL.316,索引:fairytail魔導少年原創故事決戰大聖堂,,,
cmsysz3aa006v04jojdyrfltb,FALCON 3.0,5,,DOS,DOS,,cdg-3048,cdg-3048,,靠別名對上、來源同時給了別筆(1),捍衛雄鷹3.0
cmtzt5nfm00640agmhxu2x9r7,FINAL FANTASY XIII-2,2,,PS3、X360,,PS3、X360,VOL.343 VOL.361 VOL.362 VOL.364 VOL.365 VOL.366 VOL.367 VOL.368 VOL.369 VOL.370,索引:finalfantasyxiii2,,,
cmtzt5fzg002r0agm4lhx6769,FINAL FANTASY 零式,7,,PSP,,PSP,VOL.332 VOL.337 VOL.340 VOL.346 VOL.360 VOL.361 VOL.362 VOL.363 VOL.364 VOL.365 VOL.366,索引:finalfantasy零式,,,
cmtpki0l702z004jv3vfai4xr,FORESIGHT DOLLY,1,,DOS,DOS,,cdg-2178,cdg-2178,,靠別名對上、來源同時給了別筆(1),超未來少女
cmtxe421f001r0agm2dfqpuv7,FRONT MISSION 2089 Border of Madness,2,,NDS,,NDS,VOL.181 VOL.193,索引:frontmission2089borderofmadness,,,
cmtpkznf606q704jvbvhoqntl,Farland Saga,1,,WIN,WIN,,cdg-1832,cdg-1832,,靠別名對上、來源同時給了別筆(1),神奇傳說
cmsybeksg001904jvw0lzgmdf,Flight of the Intruder,2,,DOS,DOS,,cdg-4581,cdg-4581,,靠別名對上、來源同時給了別筆(1),A-6入侵者
cmsylqo09000204ji9hbxn5lv,Fountain of Dreams,1,,DOS,DOS,,cdg-4004,cdg-4004,,靠別名對上、來源同時給了別筆(1),浩劫餘生
cmtpk43lg00rt04jvz34q07eo,Freddy Pharkas Frontier Pharmacist,1,,DOS,DOS,,cdg-4632,cdg-4632,,靠別名對上、來源同時給了別筆(1),多情藥師酷牛仔
cmtpniwfi03pu04l6mj8ebexu,GO!GO!台北捷運,1,WIN,WIN,WIN,,cdg-5159,cdg-5159,,,
cmtzt4k2s00180agm7q6piy8c,GOD OF WAR III,1,,PS3,,PS3,VOL.284,索引:godofwariii,,,
cmtpltyhe0e6404jvozehnz2i,GOGO美食王,2,,WIN,WIN,,cdg-4882,cdg-4882,,靠別名對上,
cmsvn87fc005304l8rbt57gb9,GP大賽車,2,,DOS,DOS,,cdg-0080,cdg-0080,,來源同時給了別筆(1),方程式賽車
cmsx2undp000804ld6ne8af6j,GUN BOAT,1,,DOS,DOS,,cdg-3946,cdg-3946,,靠別名對上、來源同時給了別筆(1),砲艇
cmsysv1ny001504jowv04oeit,GUNSHIP 2000,3,,DOS,DOS,,cdg-4012,cdg-4012,,靠別名對上、來源同時給了別筆(1),無敵飛狼2000
cmsyrh865004904lfdknkbdek,Gateway to the Savage Frontier,1,,DOS,DOS,,cdg-1938,cdg-1938,,靠別名對上、來源同時給了別筆(1),異域之門
cmtpjz2je001n04jv67a553ps,Getcap II,2,,DOS,DOS,,cdg-4624,cdg-4624,,靠別名對上,
cmta16krb000c04jwvui0m6jp,Great Naval Battles,0,,DOS,DOS,,cdg-4227,cdg-4227,,靠別名對上,
cmta91ul7005m04l6zzufrfw8,HARD NOVA,1,,DOS,DOS,,cdg-4438,cdg-4438,,靠別名對上、來源同時給了別筆(1),鐵血傭兵
cmtpkgvbn02it04jvil11i558,HOCUS POCUS,1,,DOS,DOS,,cdg-4659,cdg-4659,,靠別名對上、來源同時給了別筆(1),跳跳魔法師
cmta06a05000v04jrphaziq9w,Hong Kong Mahjong Pro,1,,DOS,DOS,,cdg-4610,cdg-4610,,靠別名對上、來源同時給了別筆(1),香港麻將
cmsyqnpgz001b04i5fficgd4r,Hoverforce,1,,DOS,DOS,,cdg-4759,cdg-4759,,靠別名對上、來源同時給了別筆(1),緝毒特勤組
cmtztlmmf004m04l5bhgq8xhb,IZUMO2 學園狂想曲 雙重節拍,1,,PS2,,PS2,VOL.181,索引:izumo2學園狂想曲雙重節拍,,,
cmsylqo7y001704jiu1v09hah,Interphase,1,,DOS,DOS,,cdg-4752,cdg-4752,,靠別名對上、來源同時給了別筆(1),第六感生死關頭
cmsyqnphs001j04i58atokf8s,It Came From the Desert,1,,DOS,DOS,,cdg-4588,cdg-4588,,靠別名對上、來源同時給了別筆(1),沙漠之蠱
cmsyqnpeq000v04i58bykn870,KEEF the THIEF,1,,DOS,DOS,,cdg-4585,cdg-4585,,靠別名對上、來源同時給了別筆(1),妙賊奇弗
cmtzt5zd900cq0agmyw0a7x1k,KINGDOM HEARTS 3D [Dream Drop Distance],2,,3DS,,3DS,VOL.365 VOL.369 VOL.378 VOL.379 VOL.380 VOL.381 VOL.385,索引:kingdomhearts3ddreamdropdistance,,,
cmtzuna6a001v0agmganx0r0v,KINGDOM HEARTS Birth by Sleep FINAL MIX,1,,PSP,,PSP,VOL.317 VOL.321 VOL.324 VOL.326,索引:kingdomheartsbirthbysleepfinalmix,,,
cmsxqcbqe005v04l4y3wzsvju,King's Bounty,1,,DOS,DOS,,cdg-1051,cdg-1051,,靠別名對上、來源同時給了別筆(1),御封戰將
cmswuudvp001404l4p35ctmzt,LOOM,1,,DOS,DOS,,cdg-3894,cdg-3894,,靠別名對上、來源同時給了別筆(1),紗之器
cmtzt4j9x000s0agmynywtcu5,LOVE PLUS＋,1,,NDS,,NDS,VOL.284,索引:loveplus,,,
cmsx2unhv001204ldbifpr3ej,LOW BLOW,1,,DOS,DOS,,cdg-4570,cdg-4570,,靠別名對上、來源同時給了別筆(1),金牌拳王
cmtpln9sc0col04jvx4bgspr6,LUNA SAGA,1,,WIN,WIN,,cdg-4821,cdg-4821,,靠別名對上、來源同時給了別筆(1),神月紀事
cmtpki0l002yz04jv5r15adcc,LUNATIC DAWN II,1,,DOS,DOS,,cdg-1620,cdg-1620,,靠別名對上、來源同時給了別筆(1),俠客遊
cmtpjz2pp003704jv2udqq48p,Legends of Valour,1,,DOS,DOS,,cdg-1381,cdg-1381,,靠別名對上、來源同時給了別筆(1),勇士傳奇
cmsylwgts005q04jiiu9kiwrq,Life & Death II: The Brain,1,,DOS,DOS,,cdg-4583,cdg-4583,,靠別名對上,
cmsx2w9eb006b04ld9vt6w8ky,Livingstone II,1,,DOS,DOS,,cdg-4737,cdg-4737,,靠別名對上、來源同時給了別筆(1),叢林之神
cmswqdm6300bc04l6vmc2hono,M4雪曼坦克,1,,DOS,DOS,,cdg-4730,cdg-4730,,靠別名對上,
cmtxe42jw001j04jl29c5m3iw,METAL GEAR ONLINE,1,,PS3,,PS3,VOL.185,索引:metalgearonline,,,
cmtxe43do003v0agmxw7c9k2o,METAL GEAR SOLID 4 GUNS OF THE PATRIOTS,1,,PS3,,PS3,VOL.184,索引:metalgearsolid4gunsofthepatriots,,,
cmtzt4jhb000w0agmtz2icc4u,METAL GEAR SOLID PEACE WALKER,1,,PSP,,PSP,VOL.284,索引:metalgearsolidpeacewalker,,,
cmta7yv1f001j04kz5zan1wxd,MH 28 雷火戰機,1,DOS,DOS,DOS,,cdg-4029,cdg-4029,,,
cmtzt53m500be0agmdvbz5108,MUV-LUV,1,,X360,,X360,VOL.330,索引:muvluv,,,
cmsyqnpif001q04i5n9yy6hq7,Mario Andretti's Racing Challenge,1,,DOS,DOS,,cdg-3044,cdg-3044,,靠別名對上、來源同時給了別筆(1),挑戰極速
cmtpjz2nq002q04jvh5w7ojh3,Mega Lo Mania,2,,DOS,DOS,,cdg-2775,cdg-2775,,靠別名對上、來源同時給了別筆(1),瘋狂主宰
cmtxy6a5300an04kwjwj1mzbd,Memories Off,1,,WIN,WIN,,cdg-1420 cdg-1423,cdg-1420 cdg-1423,,靠別名對上、對到多個來源條目、來源同時給了別筆(1),秋之回憶
cmtplmm6m0cjx04jv3zk3t3sg,Midgard,1,,WIN,WIN,,cdg-4780,cdg-4780,,靠別名對上、來源同時給了別筆(1),秘境傳說
cmtzt4ycy008q0agmglgw1sa5,Move明星大集合,1,,PS3,,PS3,VOL.327,索引:move明星大集合,,,
cmtxe43e1003y0agmx1bdxsij,MyStylist,1,,PSP,,PSP,VOL.184,索引:mystylist,,,
cmsybekoa000l04jvem5a4gji,NBA大賽,1,DOS,DOS,DOS,,cdg-4017,cdg-4017,,,
cmtzt5jvd004f0agmowzjov7s,NEW LOVE PLUS,1,,3DS,,3DS,VOL.339 VOL.360 VOL.362 VOL.378 VOL.379,索引:newloveplus,,,
cmsybi8cj000p04l222l7kylp,NEW星式7號,1,,DOS,DOS,,cdg-2200,cdg-2200,,靠別名對上、來源同時給了別筆(1),Stellar 7
cmtplycry0f4f04jvjkjqomub,Neverwinter Nights,1,,WIN,WIN,,cdg-2091,cdg-2091,,靠別名對上、來源同時給了別筆(1),絕冬城之夜
cmsylwgqy005204jimlrsyn42,Night Hunter,1,,DOS,DOS,,cdg-3953,cdg-3953,,靠別名對上、來源同時給了別筆(1),烏龍吸血鬼
cmsxqcbut007404l4citg7ydd,North & South,1,,DOS,DOS,,cdg-3944,cdg-3944,,靠別名對上、來源同時給了別筆(1),北與南
cmt1hzs3s001904ldfttyu9b2,Nova 9,1,,DOS,DOS,,cdg-2201,cdg-2201,,靠別名對上、來源同時給了別筆(1),超級星式9號
cmsx2w9cy005z04ldu74ltrkk,Nuclear War,1,,DOS,DOS,,cdg-3860,cdg-3860,,靠別名對上、來源同時給了別筆(1),核戰狂人夢
cmtpkgvl902kp04jvb3v7cpok,ONE MUST FALL 2097,1,,DOS,DOS,,cdg-4244,cdg-4244,,靠別名對上,
cmtpkfrdn02cn04jvlc1z6bso,OUTPOST,1,,DOS,DOS,,cdg-4662,cdg-4662,,靠別名對上,
cmsvpx58z000q04ldgun6zvjs,Obliterator,1,,DOS,DOS,,cdg-1918,cdg-1918,,靠別名對上、來源同時給了別筆(1),毀滅戰士
cmsvpx57r000d04ld8rdg7rzu,Operation Wolf,1,,DOS,DOS,,cdg-3271,cdg-3271,,靠別名對上、來源同時給了別筆(1),烏茲衝鋒槍
cmtplq3in0dbo04jvsl2fb5le,P2K總統大選,1,WIN,WIN,WIN,,cdg-0109,cdg-0109,,,
cmtxe421z001u0agmiy01hrrt,PC Engine精選集 天外魔境合輯,1,,PSP,,PSP,VOL.193,索引:pcengine精選集天外魔境合輯,,,
cmtzt5dij001g0agm23l2lqyk,PERSONA2 罪,1,,PSP,,PSP,VOL.317 VOL.327 VOL.332 VOL.334 VOL.335,索引:persona2罪,,,
cmsxqcbod005b04l4ufgoifyc,PGA Tour Golf,1,,DOS,DOS,,cdg-4745,cdg-4745,,靠別名對上,
cmtzt5xlt00bp0agmihv4h7pl,PIXELJUNK SIDESCROLLER,1,,PS3,,PS3,VOL.363,索引:pixeljunksidescroller,,,
cmt8znyzk002m04jy9af94sym,PLANET'S EDGE,2,,DOS,DOS,,cdg-4603,cdg-4603,,靠別名對上、來源同時給了別筆(1),天際寒星——義無反顧
cmta06a14001004jr3yv8kh21,POWERMONGER,1,,DOS,DOS,,cdg-4272,cdg-4272,,靠別名對上、來源同時給了別筆(1),風雲霸主
cmtpkp9t403yo04jv848bg473,PSY 幽記,5,,DOS,DOS,,cdg-3841,cdg-3841,,靠別名對上,
cmu097uom00380agm6j12syw4,Persona 4 終極深夜競技場,1,,PS3、X360、ARCADE,,PS3、X360、ARCADE,VOL.360 VOL.364 VOL.366 VOL.378 VOL.380 VOL.385,索引:persona4終極深夜競技場,,,
cmu097lig002w04l71he9wvo6,Persona 4 黃金版,2,,PSV,,PSV,VOL.370 VOL.379,索引:persona4黃金版,,,
cmu097srf00230agm9x9ukya9,PhaseD 白影之章,1,,PSP,,PSP,VOL.366,索引:phased白影之章,,,
cmu097srp00240agmp5j4suy8,PhaseD 蒼華之章,1,,PSP,,PSP,VOL.366,索引:phased蒼華之章,,,
cmsvpx5c3001o04ldjxk9szc0,Pipe Dream,1,,DOS,DOS,,cdg-0627,cdg-0627,,靠別名對上、來源同時給了別筆(1),水管狂想曲
cmt03mn92000b04l5ldija64r,Police Quest 3: The Kindred,1,,DOS,DOS,,cdg-4592,cdg-4592,,靠別名對上、來源同時給了別筆(1),警察故事3－陰謀
cmsx2w9am005f04lden9mt7k4,Pop Up,1,,DOS,DOS,,cdg-4736,cdg-4736,,靠別名對上、來源同時給了別筆(1),跳跳飛球
cmu097t5i002e0agmcw4texdv,Princess Evangile Portable,1,,PSP,,PSP,VOL.367,索引:princessevangileportable,,,
cmt1hzs1x000r04ldvshqw7qm,Pro Tennis Tour 2,1,,DOS,DOS,,cdg-4593,cdg-4593,,靠別名對上、來源同時給了別筆(1),職業網球大賽2
cmsxqcbny005704l4yhm0zr28,Puzznic,1,,DOS,DOS,,cdg-3610,cdg-3610,,靠別名對上、來源同時給了別筆(1),鑽石方塊
cmtpl635y08bp04jv2mwtrh4c,QQ 三國志,1,DOS,DOS,DOS,,cdg-0113,cdg-0113,,,
cmtpkp9pw03xs04jvonz29tzb,QUAKE,3,,DOS,DOS,,cdg-2676,cdg-2676,,靠別名對上、來源同時給了別筆(1),雷神之鎚
cmtpk1s8q00iw04jvi49k9nas,Quest for Glory III: WAGES OF WAR,1,,DOS,DOS,,cdg-4183,cdg-4183,,靠別名對上、來源同時給了別筆(1),英雄傳奇3
cmtpkzn7406nm04jvvu8zdk3c,Q女天使學園,3,DOS,DOS,DOS,,cdg-0114,cdg-0114,,,
cmtpk6hpz01a104jvjrsnm47p,RETURN TO ZORK,1,,DOS,DOS,,cdg-1152,cdg-1152,,靠別名對上、來源同時給了別筆(1),重返魔域
cmsvud7ug000s04l6tsd0mibd,RICK DANGEROUS,1,,DOS,DOS,,cdg-4245,cdg-4245,,靠別名對上、來源同時給了別筆(1),步步殺機
cmss8fs77006c04jstkarycvi,RPG夢工廠,2,,WIN,WIN,,cdg-5151,cdg-5151,,靠別名對上,
cmtpnp2fw04qd04l6u60oswjw,RPG製作大師,1,,WIN,WIN,,cdg-4860,cdg-4860,,靠別名對上,
cmswprlf6002k04l6ky5dmtoc,RS-2,1,DOS,DOS,DOS,,cdg-0115,cdg-0115,,,
cmu5g93rr001h04ky47nnzmy5,Raiden,1,,DOS,DOS,,cdg-2681,cdg-2681,,靠別名對上、來源同時給了別筆(1),雷電
cmsybekr5001104jvpfnvhtd7,Railroad Tycoon,1,,DOS,DOS,,cdg-3605,cdg-3605,,靠別名對上、來源同時給了別筆(1),鐵路大亨
cmtb7seu9001t04laeygygemm,Red Baron,1,,DOS,DOS,,cdg-4011,cdg-4011,,靠別名對上、來源同時給了別筆(1),紅爵士
cmsxqcbni005304l457tofvyo,Rings of Medusa,2,,DOS,DOS,,cdg-4006,cdg-4006,,靠別名對上、來源同時給了別筆(1),梅杜莎指環
cmsylqo1t000804jimnknhy30,Rise of the Dragon,1,,DOS,DOS,,cdg-4322,cdg-4322,,靠別名對上、來源同時給了別筆(1),城市獵人
cmtpkhkjp02pl04jvox8rq6lt,Rise of the Robots,1,,DOS,DOS,,cdg-5233,cdg-5233,,靠別名對上、來源同時給了別筆(1),鐵甲戰士
cmtplokbx0cyg04jvls8yijni,Room With Lina,1,,WIN,WIN,,cdg-0524,cdg-0524,,靠別名對上,
cmtztlpah006504l5wbii5iiu,S.Y.K ～蓮咲傳～ Portable,1,,PSP,,PSP,VOL.324,索引:syk蓮咲傳portable,,,
cmt1mj8kc000n04juctqebdgh,SARGON V-World Class Chess,1,,DOS,DOS,,cdg-0753,cdg-0753,,靠別名對上,
cmu097jp3002704l7oqsi641t,SD鋼彈 G世代 3D,1,,3DS,,3DS,VOL.363 VOL.366 VOL.367,索引:sd鋼彈g世代3d,,,
cmtzt4vjj00780agmrfrtggc5,SD鋼彈G世代 新世界,4,,PSP、WII,,PSP、WII,VOL.324 VOL.326 VOL.327 VOL.328 VOL.329 VOL.330 VOL.332,索引:sd鋼彈g世代新世界,,,
cmtplmm7h0ck604jv6sjatwq1,SEGA RALLY 2,1,,WIN,WIN,,cdg-0640,cdg-0640,,靠別名對上、來源同時給了別筆(1),SEGA越野賽車 2
cmtxy693b005204kwi4edjcnj,SEGA越野賽車 2,7,,WIN,WIN,,cdg-0640,cdg-0640,,靠別名對上、來源同時給了別筆(1),SEGA RALLY 2
cmtpk6hru01a604jvtb6pnwc1,SHADOW CASTER,1,,DOS,DOS,,cdg-4642,cdg-4642,,靠別名對上、來源同時給了別筆(1),救世聖主
cmsvud7vo001604l6oq9kbdsc,SHINOBI,1,,DOS,DOS,,cdg-3890,cdg-3890,,靠別名對上、來源同時給了別筆(1),忍
cmsvud7tt000l04l6zyg2uajr,SIM CITY,1,,DOS,DOS,,cdg-3175,cdg-3175,,靠別名對上、來源同時給了別筆(1),SimCity / 模擬城市
cmswuudwl001a04l471fyveep,SKI OR DIE,1,,DOS,DOS,,cdg-4734,cdg-4734,,靠別名對上、來源同時給了別筆(1),雪國狄斯奈
cmtztlyv8001v0agmx1o69yol,SMILE光之美少女 童話世界歷險,1,,3DS,,3DS,VOL.398,索引:smile光之美少女童話世界歷險,,,
cmtzt4wb2007m0agm7dlamvfs,SNK經典大型電玩合輯 ZERO,1,,PSP,,PSP,VOL.326,索引:snk經典大型電玩合輯zero,,,
cmtzt4y5x008m0agmhqnpgy73,SOCOM 4: U.S. NAVY SEALs,1,,PS3,,PS3,VOL.327 VOL.329,索引:socom4usnavyseals,,,
cmswuudut000y04l4sh4mdmva,SORCERIAN,1,,DOS,DOS,,cdg-3758,cdg-3758,,靠別名對上、來源同時給了別筆(1),魔域傳說 / 魔界歷險
cmtxe4317002b04jlu79ewpav,STAR OCEAN Second Evolution,2,,PSP,,PSP,VOL.181 VOL.185,索引:staroceansecondevolution,,,
cmsxqcbn4004z04l4zw34nn4y,STARBLADE,1,,DOS,DOS,,cdg-4744,cdg-4744,,靠別名對上、來源同時給了別筆(1),極光勇士
cmswuudqm000804l4laybungz,STRIDER,1,,DOS,DOS,,cdg-4468,cdg-4468,,靠別名對上、來源同時給了別筆(1),出擊飛龍 / 飛龍
cmsybi8bp000j04l2zpi7l8ce,SU-25 戰鬥機,2,,DOS,DOS,,cdg-4574,cdg-4574,,靠別名對上,
cmtpk5dv5011d04jvb8e1jumw,SYNDICATE,2,,DOS,DOS,,cdg-4241,cdg-4241,,靠別名對上、來源同時給了別筆(1),極道梟雄 / 極道梟雄資料片—美洲風暴
cmtpkgvkl02kk04jvr6syjbty,SYSTEM SHOCK,1,,DOS,DOS,,cdg-4661,cdg-4661,,靠別名對上、來源同時給了別筆(1),網路奇兵
cmtpletom0ap504jv4d6n7ebd,Sequence Palladium,1,,WIN,WIN,,cdg-5387,cdg-5387,,靠別名對上、來源同時給了別筆(1),魔導異元素
cmsxqcbmp004v04l4xi5h3fo2,Sharkey's 3D Pool,1,,DOS,DOS,,cdg-0752,cdg-0752,,靠別名對上,
cmsxqcbq0005r04l4q7pbv475,Silent Service II,2,,DOS,DOS,,cdg-4195,cdg-4195,,靠別名對上、來源同時給了別筆(1),死亡潛航 II / 死亡潛航II
cmsxqcbxk007x04l414fm7ej8,SimCity,1,,DOS,DOS,,cdg-3175,cdg-3175,,靠別名對上、來源同時給了別筆(1),SIM CITY / 模擬城市
cmta7yv10001f04kzggi0mc1h,Sister Mary,1,,DOS,DOS,,cdg-3959,cdg-3959,,靠別名對上、來源同時給了別筆(1),瑪麗姊妹 / 瑪麗姐妹
cmsvpx5aw001b04ldxozr3uj8,Space Rogue,1,,DOS,DOS,,cdg-2902,cdg-2902,,靠別名對上、來源同時給了別筆(1),銀河英雄
cmtpk43iz00r704jvftd9sqj2,Spaceward Ho!,1,,DOS,DOS,,cdg-4627,cdg-4627,,靠別名對上、來源同時給了別筆(1),太空牛仔
cmt03mnbn000o04l51p5p7pkl,Speed Ball 2,1,,DOS,DOS,,cdg-4764,cdg-4764,,靠別名對上、來源同時給了別筆(1),火爆鋼球
cmsxqcbpm005n04l4ouh2r17h,Star Control,1,,DOS,DOS,,cdg-3951,cdg-3951,,靠別名對上、來源同時給了別筆(1),激戰M星雲
cmt9n4wh7004r04jm8gld4ln8,Star Trek-25th Anniversary,1,,DOS,DOS,,cdg-2417,cdg-2417,,靠別名對上、來源同時給了別筆(1),星艦迷航記
cmsybi8cs000q04l2570h3dce,Stellar 7,1,,APPLE2、DOS,APPLE2、DOS,,cdg-5026 cdg-2200,cdg-5026 cdg-2200,,靠別名對上、對到多個來源條目、來源同時給了別筆(1),NEW星式7號
cmtpkr5xt04i304jvkzbztzj9,StoneKeep,1,,DOS,DOS,,cdg-3768,cdg-3768,,靠別名對上、來源同時給了別筆(1),魔石堡
cmtpk43ju00rb04jvv69flbbc,Strike Commander,1,,DOS,DOS,,cdg-1361,cdg-1361,,靠別名對上、來源同時給了別筆(1),陸空戰將
cmtpkg3gv02g204jvrempfogd,TFX,1,,DOS,DOS,,cdg-5354,cdg-5354,,靠別名對上,
cmtpkfc6j029004jvioos90nj,THEME PARK,1,,DOS,DOS,,cdg-1732,cdg-1732,,靠別名對上、來源同時給了別筆(1),快樂天堂
cmswuudp0000204l47atvs3zk,TOOBIN,1,,DOS,DOS,,cdg-4733,cdg-4733,,靠別名對上、來源同時給了別筆(1),激流浪子
cmtzun9lc001m0agmgc0vvyl2,TRINITY Zill O'll Zero,1,,PS3,,PS3,VOL.317,索引:trinityzillollzero,,,
cmtzt4p26003y0agmyhp7gvjg,Tactics Ogre 運命の輪,2,,PSP,,PSP,VOL.316 VOL.317,索引:tacticsogre運命輪,,名稱含假名,
cmtzt6blv00j80agmqt992yco,Terraria,1,,PS3,,PS3,VOL.425,索引:terraria,,,
cmsylwgsv005i04ji7jqvp0qn,Test Drive III: Road & Car,1,,DOS,DOS,,cdg-4761,cdg-4761,,靠別名對上,
cmtzt4lyz00280agmj064j4r9,The 3rd Birthday,3,,PSP,,PSP,VOL.316 VOL.321 VOL.324,索引:the3rdbirthday,,,
cmta16ktk000n04jwuy4gapjp,The Dark Half,1,,DOS,DOS,,cdg-3773,cdg-3773,,靠別名對上、來源同時給了別筆(1),魔胎
cmta06a2n001a04jrcltpba25,The Dark Queen Of Krynn,1,,DOS,DOS,,cdg-3997,cdg-3997,,靠別名對上、來源同時給了別筆(1),克萊恩黑暗之后
cmta7yv0b001a04kzzs4ct074,The First Samurai,1,,DOS,DOS,,cdg-4770,cdg-4770,,靠別名對上、來源同時給了別筆(1),天下第一刀
cmsx2w9dn006504ldd9n9mhj2,The Game of Harmony,1,,DOS,DOS,,cdg-3983,cdg-3983,,靠別名對上、來源同時給了別筆(1),粒子世界
cmsylwgp0004m04jiuhjdosfy,The Many Faces of GO,1,,DOS,DOS,,cdg-1062,cdg-1062,,靠別名對上,
cmsylqo7a001104ji6uj6ncxo,The Other Side of the Predella,1,,DOS,DOS,,cdg-1838,cdg-1838,,靠別名對上、來源同時給了別筆(1),神州八劍
cmsylwgrf005604jiajhhyt73,The Rising Dynasty,1,,DOS,DOS,,cdg-0233,cdg-0233,,靠別名對上、來源同時給了別筆(1),三國演義
cmsybekqa000x04jv30y4dwh5,The Secret of Monkey Island,2,,DOS,DOS,,cdg-3863,cdg-3863,,靠別名對上、來源同時給了別筆(1),猴島小英雄
cmta82gcf005804kzldj63j41,The Summoning,2,,DOS,DOS,,cdg-3757,cdg-3757,,靠別名對上、來源同時給了別筆(1),魔界召喚
cmta82gdm005m04kzjrtr77al,Theatre Of War,2,,DOS,DOS,,cdg-4771,cdg-4771,,靠別名對上、來源同時給了別筆(1),玩具兵棋
cmtpk43gw00qm04jvvixfqy4u,Tony LaRussa BASEBALL II EXPANSION DISK — FANTASY DRAFT,1,,DOS,DOS,,cdg-4626,cdg-4626,,靠別名對上,
cmtpkhkje02pi04jvdmepdpef,Transport Tycoon,1,,DOS,DOS,,cdg-2583,cdg-2583,,靠別名對上、來源同時給了別筆(1),運輸大亨
cmta069wn000e04jr6xkw53ik,Treasures of the Savage Frontier,1,,DOS,DOS,,cdg-4255,cdg-4255,,靠別名對上、來源同時給了別筆(1),異域寶藏
cmtzt5v0700ac0agm0xz0161j,UNCHARTED 3: Drake's Deception,1,,PS3,,PS3,VOL.362,索引:uncharted3drakesdeception,,,
cmtpk43gk00qk04jvr7jugb4n,UTOPIA,1,,DOS,DOS,,cdg-4625,cdg-4625,,靠別名對上、來源同時給了別筆(1),烏托邦
cmt9n4wja005804jma6imwgp2,"Ultima Trilogy I, II, III",1,,DOS,DOS,,cdg-4604,cdg-4604,,靠別名對上,
cmt9n4wfm004f04jmh4wdi9le,Ultima VII-The Black Gate,1,,DOS,DOS,,cdg-2969,cdg-2969,,靠別名對上、來源同時給了別筆(1),創世紀7：黑月之門 / 創世紀VII——黑月之門
cmtpk1s8a00ir04jvz0zw7m9b,Ultima VII: FORGE OF VIRTUE,1,,DOS,DOS,,cdg-4767,cdg-4767,,靠別名對上,
cmtpk135i00en04jvols8ysj9,Unreal,1,,DOS、WIN,DOS、WIN,,cdg-4613 cdg-3673,cdg-4613 cdg-3673,,靠別名對上、對到多個來源條目、來源同時給了別筆(2),夢幻勇士 / 魔域幻境
cmsylqo9u001j04jilgycy9ko,U式海狼潛艇,2,,DOS,DOS,,cdg-4578,cdg-4578,,靠別名對上,
cmtpl8p8e094x04jvgtowww9a,VANTAGE MASTER,5,,WIN,WIN,,cdg-3663,cdg-3663,,靠別名對上、來源同時給了別筆(1),魔喚精靈
cmtplp0bs0d3l04jv28h3qjs7,VR中華職棒,1,WIN,WIN,WIN,,cdg-0122,cdg-0122,,,
cmtpl3lxh07pc04jvq2pder94,VR青少棒揚威記,2,,DOS,DOS,,cdg-1368,cdg-1368,,靠別名對上,
cmtpjz2it001i04jvtli0vego,Veil of Darkness,2,,DOS,DOS,,cdg-1783,cdg-1783,,靠別名對上、來源同時給了別筆(1),惡魔禁地
cmsvud7w7001d04l6nqlpaxbq,WELLTRIS,1,,DOS,DOS,,cdg-4725,cdg-4725,,靠別名對上,
